order_id,user_id,food_name,distance_km,restaurant_prep_time_min,hour_of_day,is_peak_hour,order_value_inr,customer_total_past_orders,customer_is_premium,customer_complaints_90d,cuisine_type,weather,traffic_level,vehicle_type,delivery_time_min,customer_rating,churned,rating
1011,user_006,Margherita Pizza,7.57,8,17,1,1454.69,54,0,0,Italian,Cloudy,High,Bike,59.3,1,0,3
1012,user_062,Paneer Tikka,1.34,12,14,0,283.58,14,0,2,Continental,Cloudy,High,Bicycle,38.2,1,0,4
1013,user_082,Chocolate Donut,3.77,21,17,1,834.71,49,0,3,South Indian,Cloudy,High,Bike,59.0,2,0,4
1014,user_014,Ice Cream Cone,11.83,27,12,0,334.79,47,0,0,Chinese,Sunny,Low,Scooter,58.6,2,0,2
1015,user_034,Chocolate Donut,10.17,5,13,1,977.68,11,1,0,Indian,Cloudy,Low,Bicycle,53.2,5,0,2
1016,user_042,Sushi Roll,9.32,17,19,0,826.15,11,0,1,Continental,Storm,Medium,Bike,67.9,3,0,5
1017,user_014,Chocolate Donut,10.42,6,9,0,555.61,11,0,3,Continental,Rain,Medium,Bike,52.5,5,0,5
1018,user_004,Sushi Roll,1.23,26,13,0,401.1,56,0,1,Chinese,Storm,Low,Bicycle,47.8,5,0,2
1019,user_019,Margherita Pizza,11.49,28,13,0,697.94,41,0,0,Chinese,Cloudy,High,Scooter,78.2,2,0,3
1020,user_060,Ice Cream Cone,10.34,22,23,0,384.46,71,0,2,Continental,Rain,High,Bike,71.8,4,0,2
1021,user_058,Veg Fried Rice,7.07,13,22,0,1311.61,73,0,3,Chinese,Storm,Medium,Bike,58.4,1,0,1
1022,user_042,Margherita Pizza,4.31,26,15,1,1361.5,59,0,3,Chinese,Cloudy,Medium,Bike,59.3,2,0,2
1023,user_071,Chocolate Donut,4.69,28,22,1,1206.82,6,0,1,Chinese,Sunny,High,Bike,61.6,1,0,5
1024,user_097,Paneer Tikka,9.01,27,14,1,1329.92,65,0,1,South Indian,Storm,Medium,Bicycle,81.2,4,0,1
1025,user_094,Veg Fried Rice,9.87,30,10,0,903.39,14,0,2,Italian,Rain,Low,Scooter,63.7,2,0,1
1026,user_074,Chocolate Donut,8.14,7,23,0,523.91,61,0,1,Chinese,Cloudy,High,Bicycle,51.6,2,0,1
1027,user_097,Ice Cream Cone,2.17,6,12,0,986.61,19,1,1,Chinese,Storm,Low,Bicycle,31.3,4,0,1
1028,user_032,Margherita Pizza,1.7,10,14,0,158.59,4,0,2,Indian,Sunny,Low,Bike,22.2,5,0,1
1029,user_012,Sushi Roll,6.67,26,8,1,350.37,38,0,0,Italian,Cloudy,Medium,Scooter,61.8,3,0,5
1030,user_076,Margherita Pizza,4.38,5,19,1,907.0,41,0,1,Continental,Storm,High,Bicycle,62.0,4,1,3
1031,user_003,Paneer Tikka,0.51,11,15,0,1101.94,72,0,1,Continental,Storm,Low,Bicycle,34.7,5,0,4
1032,user_010,Ice Cream Cone,4.63,15,12,0,855.5,49,0,1,Indian,Cloudy,Medium,Bike,41.3,1,0,1
1033,user_093,Paneer Tikka,7.56,20,21,1,423.13,63,0,1,Chinese,Storm,Low,Scooter,65.5,1,0,4
1034,user_088,Ice Cream Cone,10.39,21,8,1,1010.13,13,0,2,South Indian,Sunny,Medium,Bike,68.4,2,0,2
1035,user_048,Chocolate Donut,0.69,16,19,1,1371.17,51,0,3,Continental,Rain,Low,Bike,36.1,3,0,3
1036,user_016,Veg Fried Rice,10.18,9,11,1,1271.48,32,0,0,Italian,Storm,Low,Bike,61.4,5,1,1
1037,user_013,Ice Cream Cone,1.65,17,19,0,486.64,11,0,3,Chinese,Sunny,High,Scooter,41.1,5,1,4
1038,user_060,Ice Cream Cone,1.74,15,15,0,1086.03,59,1,0,Indian,Cloudy,High,Bike,43.3,1,0,3
1039,user_045,Veg Fried Rice,11.47,20,19,0,520.33,51,1,1,Indian,Sunny,Medium,Scooter,56.8,5,0,4
1040,user_057,Sushi Roll,2.85,22,21,0,107.65,25,0,1,Fast Food,Storm,High,Scooter,62.2,2,0,4
1041,user_013,Sushi Roll,6.53,9,18,0,1079.27,60,1,0,Fast Food,Cloudy,Low,Scooter,39.5,4,0,5
1042,user_071,Paneer Tikka,6.09,19,16,0,274.05,32,1,2,Indian,Sunny,Low,Bike,39.0,5,0,5
1043,user_077,Chocolate Donut,1.26,30,20,0,340.97,32,0,0,Indian,Rain,Low,Bicycle,42.0,3,0,5
1044,user_049,Paneer Tikka,2.78,23,12,0,714.62,15,0,3,South Indian,Storm,High,Bike,62.7,3,1,2
1045,user_077,Sushi Roll,3.56,12,11,0,1263.28,41,0,1,Fast Food,Rain,Low,Scooter,34.7,5,0,5
1046,user_070,Margherita Pizza,3.54,18,11,0,1287.37,17,1,3,Fast Food,Sunny,Low,Bicycle,28.8,4,0,1
1047,user_077,Veg Fried Rice,0.82,30,22,0,1024.62,33,1,0,Fast Food,Sunny,Low,Bicycle,31.5,5,0,2
1048,user_052,Sushi Roll,6.68,25,17,0,922.71,37,0,0,Indian,Sunny,Medium,Bike,53.1,1,0,5
1049,user_002,Veg Fried Rice,10.66,21,13,0,818.4,29,0,3,Chinese,Cloudy,Low,Scooter,58.2,3,0,1
1050,user_012,Ice Cream Cone,4.18,26,10,0,231.18,23,0,3,Indian,Rain,High,Bike,60.0,3,0,2
1051,user_007,Sushi Roll,2.4,26,9,1,692.86,64,1,3,South Indian,Storm,High,Bicycle,71.7,4,0,5
1052,user_023,Chocolate Donut,9.59,30,17,1,913.36,14,0,0,Italian,Cloudy,High,Bike,81.9,5,0,5
1053,user_037,Veg Fried Rice,1.73,19,20,0,913.45,50,1,0,South Indian,Cloudy,Medium,Bicycle,40.9,4,0,4
1054,user_050,Margherita Pizza,5.44,13,13,0,734.28,39,1,3,South Indian,Cloudy,High,Scooter,48.8,5,0,3
1055,user_065,Margherita Pizza,6.79,5,9,1,803.55,73,0,1,South Indian,Cloudy,High,Scooter,56.1,4,0,4
1056,user_010,Margherita Pizza,11.86,21,11,1,723.24,73,1,0,Chinese,Rain,Medium,Scooter,76.1,1,1,5
1057,user_001,Sushi Roll,7.4,10,13,0,1498.01,26,0,0,Continental,Cloudy,Medium,Bicycle,44.9,4,0,2
1058,user_064,Margherita Pizza,5.11,29,16,0,1262.08,2,0,2,Indian,Rain,Medium,Bicycle,58.5,3,0,1
1059,user_095,Chocolate Donut,10.54,27,10,0,504.81,3,0,3,South Indian,Sunny,Medium,Scooter,61.7,1,0,5
1060,user_011,Chocolate Donut,6.79,6,16,0,865.39,0,0,3,Chinese,Rain,High,Bicycle,54.2,2,1,4
1061,user_080,Veg Fried Rice,11.07,25,22,0,627.14,33,0,1,South Indian,Sunny,Low,Scooter,56.4,5,0,3
1062,user_077,Ice Cream Cone,10.47,15,13,0,576.4,33,0,0,South Indian,Storm,High,Scooter,73.3,5,0,1
1063,user_077,Veg Fried Rice,4.89,27,20,0,162.28,14,1,0,Continental,Storm,Medium,Bike,61.7,1,0,2
1064,user_077,Ice Cream Cone,7.95,8,17,0,820.53,33,0,0,Fast Food,Rain,Low,Scooter,40.7,1,1,2
1065,user_056,Sushi Roll,4.83,17,13,1,1055.37,35,0,3,Italian,Rain,Low,Bike,47.6,4,1,1
1066,user_065,Veg Fried Rice,5.6,22,8,0,1349.45,73,0,2,Italian,Rain,Medium,Scooter,54.0,2,0,4
1067,user_081,Sushi Roll,10.57,30,19,0,283.13,23,0,2,Chinese,Cloudy,Medium,Scooter,69.6,1,1,2
1068,user_061,Sushi Roll,10.34,8,20,0,344.87,37,1,3,Indian,Sunny,High,Bicycle,56.0,4,0,2
1069,user_008,Paneer Tikka,2.53,27,8,1,1476.89,11,0,2,Italian,Sunny,Medium,Bike,50.4,5,0,1
1070,user_035,Chocolate Donut,6.93,11,12,0,1324.47,22,0,2,Fast Food,Storm,Medium,Bicycle,55.7,1,0,4
1071,user_076,Ice Cream Cone,8.9,10,20,1,174.86,67,0,3,Italian,Cloudy,High,Scooter,65.3,4,0,5
1072,user_030,Veg Fried Rice,7.81,16,18,0,1476.76,65,1,1,Indian,Storm,High,Scooter,67.5,5,0,3
1073,user_010,Paneer Tikka,5.44,14,12,0,1013.95,36,0,2,Italian,Rain,Low,Bike,40.8,2,0,2
1074,user_083,Ice Cream Cone,8.97,20,13,0,1055.04,10,0,3,Chinese,Storm,Medium,Bicycle,69.0,2,0,4
1075,user_050,Margherita Pizza,8.38,7,9,0,1356.83,45,0,0,Chinese,Sunny,Low,Bicycle,37.7,1,0,3
1076,user_030,Sushi Roll,9.62,12,8,0,555.0,69,0,1,Italian,Cloudy,Low,Scooter,45.1,2,0,1
1077,user_033,Ice Cream Cone,5.06,20,19,0,807.22,65,0,3,Continental,Sunny,High,Bike,50.7,2,0,3
1078,user_083,Ice Cream Cone,6.65,16,18,1,1063.81,60,0,1,Italian,Storm,Low,Bicycle,59.5,5,1,2
1079,user_020,Ice Cream Cone,6.28,26,9,0,457.64,68,0,3,Continental,Sunny,Low,Bicycle,46.8,5,0,3
1080,user_077,Veg Fried Rice,6.01,13,20,1,1275.64,17,0,1,Italian,Storm,High,Bicycle,68.3,1,0,3
1081,user_085,Veg Fried Rice,7.96,23,23,0,729.34,66,1,0,Chinese,Rain,Low,Bike,49.9,1,0,1
1082,user_015,Paneer Tikka,6.45,21,13,0,1393.82,73,0,1,Fast Food,Cloudy,High,Bike,57.8,1,1,2
1083,user_011,Sushi Roll,4.94,18,14,0,631.16,5,0,3,Chinese,Sunny,Low,Bike,36.2,1,1,3
1084,user_036,Chocolate Donut,3.21,22,12,0,505.11,40,0,0,Fast Food,Sunny,Medium,Bike,41.0,1,0,2
1085,user_001,Sushi Roll,8.28,8,16,1,148.82,25,0,0,Italian,Rain,Medium,Bicycle,57.0,4,0,3
1086,user_039,Paneer Tikka,10.88,6,10,1,710.28,49,0,0,Continental,Storm,Medium,Bike,67.8,4,0,2
1087,user_056,Chocolate Donut,5.09,23,14,1,476.41,60,1,0,Italian,Sunny,Medium,Bicycle,53.0,5,0,3
1088,user_082,Veg Fried Rice,6.99,17,11,0,323.03,58,0,1,South Indian,Cloudy,Medium,Bicycle,50.6,5,0,4
1089,user_077,Margherita Pizza,4.77,23,12,0,700.26,46,0,0,South Indian,Storm,High,Bike,67.4,4,1,1
1090,user_071,Paneer Tikka,4.62,25,19,0,830.77,71,0,1,Indian,Cloudy,Medium,Bicycle,49.3,3,0,2
1091,user_050,Veg Fried Rice,11.67,8,13,0,744.8,58,0,0,Indian,Storm,Medium,Scooter,66.8,2,0,1
1092,user_007,Ice Cream Cone,7.31,9,16,0,710.04,22,1,3,Indian,Cloudy,Medium,Bike,44.6,5,1,3
1093,user_047,Chocolate Donut,3.88,20,8,1,1266.81,5,0,1,Italian,Cloudy,Low,Bicycle,42.7,5,1,5
1094,user_061,Margherita Pizza,11.14,15,13,0,674.01,6,0,1,Indian,Sunny,Low,Bicycle,50.3,3,0,5
1095,user_054,Paneer Tikka,1.52,21,20,1,1012.73,66,1,2,South Indian,Rain,High,Scooter,58.8,2,1,5
1096,user_060,Paneer Tikka,4.54,22,10,1,998.07,7,1,2,Italian,Sunny,Medium,Bike,54.6,5,0,3
1097,user_056,Veg Fried Rice,9.05,12,18,0,1425.81,56,1,1,Chinese,Storm,Low,Bicycle,53.2,1,0,1
1098,user_019,Veg Fried Rice,8.02,21,22,0,903.6,39,0,2,Indian,Storm,Medium,Bicycle,66.9,2,0,4
1099,user_061,Margherita Pizza,3.46,20,17,1,1172.39,52,0,0,South Indian,Cloudy,Medium,Scooter,54.4,5,0,5
1100,user_038,Margherita Pizza,4.32,9,19,1,592.51,71,0,3,Indian,Cloudy,High,Bike,52.4,2,1,4
1101,user_092,Sushi Roll,1.2,13,17,0,1470.62,55,1,3,Italian,Cloudy,Medium,Bike,32.8,5,0,5
1102,user_058,Chocolate Donut,4.16,12,16,0,635.68,38,0,1,South Indian,Cloudy,High,Scooter,48.0,3,0,1
1103,user_099,Sushi Roll,1.42,17,11,1,323.24,72,1,0,Fast Food,Rain,Medium,Bicycle,47.0,5,0,1
1104,user_088,Paneer Tikka,7.4,12,12,0,239.62,10,0,3,Fast Food,Rain,High,Bike,59.6,4,1,3
1105,user_035,Ice Cream Cone,8.58,10,10,1,987.38,51,0,2,Italian,Storm,High,Scooter,78.0,3,0,2
1106,user_090,Paneer Tikka,10.86,30,10,1,1211.44,72,0,0,Indian,Sunny,High,Bike,78.2,4,0,3
1107,user_064,Paneer Tikka,10.92,16,22,0,1453.26,75,0,2,Indian,Rain,Low,Bicycle,51.7,3,1,2
1108,user_051,Sushi Roll,4.57,28,14,1,925.84,46,0,1,Chinese,Storm,High,Bicycle,79.0,1,1,3
1109,user_098,Sushi Roll,1.86,13,10,0,587.49,4,0,3,Continental,Sunny,Low,Bicycle,21.0,5,0,1
1110,user_088,Veg Fried Rice,11.49,25,18,0,571.54,22,0,2,South Indian,Rain,High,Bicycle,76.3,2,0,2
1111,user_071,Paneer Tikka,5.19,20,10,1,897.15,73,1,0,Indian,Rain,Medium,Bike,57.4,4,0,5
1112,user_073,Sushi Roll,8.5,12,17,1,1494.56,64,0,1,Fast Food,Storm,Medium,Scooter,69.9,2,0,5
1113,user_010,Chocolate Donut,6.14,17,14,1,1162.27,20,0,0,Continental,Rain,Low,Bike,49.6,3,0,4
1114,user_020,Margherita Pizza,1.72,22,15,1,456.68,74,1,1,Italian,Rain,Low,Scooter,44.7,5,0,3
1115,user_070,Veg Fried Rice,0.87,6,21,0,1000.41,53,0,0,Italian,Sunny,Low,Bike,15.5,1,0,5
1116,user_059,Sushi Roll,1.84,17,22,0,649.61,28,0,0,Italian,Cloudy,Low,Bike,29.2,3,0,3
1117,user_089,Margherita Pizza,7.33,18,22,0,536.36,50,1,1,South Indian,Cloudy,Low,Bike,44.4,2,0,3
1118,user_029,Ice Cream Cone,5.83,5,8,0,1072.86,16,1,3,Italian,Cloudy,Low,Scooter,29.8,3,0,2
1119,user_088,Sushi Roll,9.65,28,11,1,1024.35,8,0,0,Chinese,Storm,High,Bike,90.9,4,0,4
1120,user_089,Paneer Tikka,4.77,22,20,1,870.84,75,0,3,Indian,Sunny,High,Scooter,61.5,4,1,5
1121,user_075,Chocolate Donut,9.39,12,13,0,770.25,27,1,3,South Indian,Sunny,High,Bike,57.5,2,0,5
1122,user_069,Margherita Pizza,11.95,9,15,0,335.37,61,1,0,Italian,Rain,Medium,Bike,57.2,2,0,2
1123,user_091,Margherita Pizza,3.71,13,8,1,1016.77,16,0,0,Continental,Cloudy,Low,Scooter,37.8,3,0,2
1124,user_017,Ice Cream Cone,11.75,13,11,0,1411.95,19,1,1,Continental,Sunny,Low,Bike,46.3,4,0,2
1125,user_057,Chocolate Donut,5.31,6,22,0,670.02,50,1,0,Italian,Cloudy,Low,Bike,30.5,5,0,3
1126,user_049,Veg Fried Rice,9.33,26,9,1,132.08,20,0,0,Fast Food,Sunny,High,Bicycle,74.0,1,0,2
1127,user_026,Paneer Tikka,10.18,28,21,1,857.7,35,1,3,South Indian,Cloudy,Low,Bike,66.4,2,0,4
1128,user_011,Veg Fried Rice,4.74,18,20,0,1278.01,50,0,0,Indian,Sunny,Medium,Scooter,40.7,4,0,3
1129,user_078,Margherita Pizza,9.28,13,15,1,520.7,4,0,3,Italian,Sunny,Medium,Bicycle,56.6,2,0,5
1130,user_019,Sushi Roll,4.83,19,14,0,365.68,21,0,3,Fast Food,Rain,Low,Scooter,43.7,1,1,4
1131,user_077,Ice Cream Cone,6.88,15,11,0,473.18,19,1,0,Continental,Cloudy,High,Scooter,56.9,4,0,5
1132,user_031,Margherita Pizza,10.94,27,17,0,218.49,73,0,2,Fast Food,Cloudy,High,Bike,73.6,5,0,4
1133,user_091,Sushi Roll,3.21,12,23,0,465.04,25,0,0,Chinese,Rain,High,Bike,49.3,2,1,4
1134,user_092,Ice Cream Cone,5.87,28,16,0,646.57,72,0,3,Indian,Rain,High,Scooter,64.3,4,0,3
1135,user_023,Sushi Roll,5.93,13,17,0,650.24,64,0,0,Chinese,Rain,Low,Scooter,39.5,3,0,3
1136,user_048,Veg Fried Rice,11.27,14,20,0,811.26,43,1,3,Indian,Sunny,High,Scooter,63.6,3,0,4
1137,user_035,Margherita Pizza,3.25,19,20,0,1318.16,35,1,2,Italian,Storm,Low,Bike,47.1,5,0,1
1138,user_028,Ice Cream Cone,7.21,12,9,0,1209.69,20,0,0,Italian,Sunny,High,Scooter,50.2,3,0,4
1139,user_022,Margherita Pizza,3.1,26,11,0,1365.13,3,0,0,South Indian,Storm,Low,Bicycle,49.9,5,0,1
1140,user_034,Sushi Roll,2.3,16,23,1,1241.9,35,0,1,Italian,Storm,Low,Bicycle,48.5,5,0,1
1141,user_057,Chocolate Donut,10.5,26,22,0,135.44,67,0,2,Indian,Storm,Low,Bicycle,70.7,2,0,2
1142,user_057,Veg Fried Rice,2.67,19,10,1,104.77,35,0,0,South Indian,Storm,Medium,Bicycle,61.5,3,0,1
1143,user_041,Chocolate Donut,1.02,5,14,0,1389.08,61,0,1,Italian,Rain,High,Bicycle,38.4,1,0,1
1144,user_026,Paneer Tikka,7.1,30,14,1,272.79,27,0,0,Fast Food,Sunny,High,Scooter,71.7,2,0,4
1145,user_045,Margherita Pizza,9.42,10,19,1,1369.08,3,0,1,South Indian,Rain,Medium,Bicycle,62.0,4,0,5
1146,user_001,Sushi Roll,7.86,29,19,1,1240.55,29,0,1,Italian,Cloudy,Low,Bike,64.3,5,0,4
1147,user_006,Veg Fried Rice,5.37,7,13,1,810.19,4,0,0,Continental,Cloudy,Medium,Bike,49.8,5,0,4
1148,user_071,Margherita Pizza,10.04,11,13,0,633.59,12,1,0,South Indian,Storm,Low,Bicycle,54.7,1,0,1
1149,user_028,Ice Cream Cone,3.47,17,12,0,769.87,41,0,2,Fast Food,Storm,High,Scooter,57.4,2,0,2
1150,user_049,Margherita Pizza,3.86,9,18,0,584.55,72,1,1,Chinese,Sunny,High,Bike,39.0,3,0,2
1151,user_063,Sushi Roll,7.81,28,11,0,770.3,31,1,0,Italian,Sunny,Medium,Bike,56.3,3,0,2
1152,user_050,Margherita Pizza,6.93,14,20,1,1181.04,71,0,0,Indian,Storm,High,Scooter,76.5,1,0,1
1153,user_033,Veg Fried Rice,10.02,20,10,1,1019.59,49,1,2,South Indian,Rain,High,Scooter,79.8,1,0,2
1154,user_049,Veg Fried Rice,8.78,7,14,0,208.49,43,0,2,Continental,Sunny,Medium,Bike,41.0,1,0,5
1155,user_010,Veg Fried Rice,2.63,20,23,0,1224.8,17,1,1,Italian,Storm,High,Scooter,59.2,2,0,1
1156,user_052,Paneer Tikka,2.82,12,23,1,1152.66,55,0,3,Chinese,Sunny,Low,Scooter,33.2,5,0,2
1157,user_044,Ice Cream Cone,3.16,30,23,0,942.72,23,1,3,Indian,Cloudy,Medium,Scooter,50.9,1,0,5
1158,user_025,Paneer Tikka,11.32,26,18,0,900.33,39,1,0,Fast Food,Rain,Low,Bicycle,63.3,4,0,2
1159,user_059,Sushi Roll,7.24,16,23,1,1279.03,44,0,3,Chinese,Sunny,Low,Bike,45.9,3,0,1
1160,user_076,Chocolate Donut,6.95,17,17,0,528.64,69,0,3,Continental,Sunny,Low,Bike,39.3,3,0,1
1161,user_005,Veg Fried Rice,11.89,13,20,0,1301.06,4,1,1,Fast Food,Cloudy,Medium,Scooter,58.9,2,0,3
1162,user_027,Paneer Tikka,5.58,8,19,0,1335.82,72,0,1,South Indian,Storm,High,Bike,59.0,4,0,5
1163,user_068,Veg Fried Rice,2.36,10,18,1,747.74,26,0,1,Fast Food,Sunny,Low,Scooter,33.8,3,0,5
1164,user_040,Veg Fried Rice,3.35,15,11,0,1155.21,37,0,2,Fast Food,Rain,Medium,Scooter,43.1,1,0,4
1165,user_098,Ice Cream Cone,11.36,13,13,0,486.1,57,0,2,South Indian,Cloudy,High,Bike,68.8,3,1,2
1166,user_002,Veg Fried Rice,1.98,28,22,0,767.84,27,0,2,Chinese,Sunny,High,Scooter,47.1,2,1,2
1167,user_061,Veg Fried Rice,6.01,14,12,0,1358.93,66,0,2,Indian,Cloudy,Low,Scooter,39.6,4,0,2
1168,user_095,Sushi Roll,7.02,14,11,1,634.1,8,1,1,Indian,Cloudy,Low,Bike,49.7,1,1,2
1169,user_072,Chocolate Donut,5.03,16,10,1,840.27,50,1,2,Indian,Cloudy,High,Scooter,61.5,4,0,5
1170,user_071,Sushi Roll,6.85,11,9,0,463.12,41,0,1,South Indian,Cloudy,Low,Scooter,36.3,2,0,2
1171,user_084,Paneer Tikka,8.21,9,8,1,146.88,31,1,3,Italian,Cloudy,Low,Scooter,47.6,3,0,3
1172,user_019,Veg Fried Rice,9.03,26,16,0,1221.39,50,0,0,Chinese,Storm,High,Bicycle,77.0,3,0,4
1173,user_041,Paneer Tikka,8.12,20,12,1,713.42,36,1,2,South Indian,Sunny,Low,Bicycle,50.4,1,0,2
1174,user_018,Veg Fried Rice,6.93,13,12,1,690.97,43,1,2,South Indian,Rain,Low,Bike,51.8,2,0,5
1175,user_009,Ice Cream Cone,5.11,8,11,1,401.74,1,1,1,Chinese,Sunny,Low,Bike,34.6,4,0,4
1176,user_083,Sushi Roll,2.13,20,14,0,953.54,44,0,2,Fast Food,Rain,Low,Scooter,33.8,1,0,1
1177,user_009,Veg Fried Rice,9.35,20,8,0,338.88,3,1,1,Indian,Cloudy,Low,Bicycle,48.7,5,0,1
1178,user_100,Paneer Tikka,3.87,16,23,0,181.89,52,0,2,Fast Food,Cloudy,Low,Bicycle,35.8,5,0,4
1179,user_087,Chocolate Donut,10.07,10,12,0,1395.92,6,0,1,Italian,Rain,Medium,Bike,55.4,4,1,3
1180,user_019,Margherita Pizza,0.96,23,23,1,1194.72,43,0,2,South Indian,Sunny,Low,Bike,37.8,5,0,2
1181,user_006,Margherita Pizza,1.38,10,19,0,239.62,10,1,0,Continental,Cloudy,Medium,Bicycle,29.2,4,0,5
1182,user_080,Veg Fried Rice,1.07,20,16,0,507.89,4,0,1,Fast Food,Sunny,High,Bike,42.3,3,1,3
1183,user_003,Sushi Roll,2.49,9,17,0,1367.44,49,0,1,Chinese,Rain,High,Bike,41.8,4,0,2
1184,user_026,Margherita Pizza,4.19,30,17,0,464.94,48,0,1,Chinese,Sunny,Medium,Bike,50.9,1,0,3
1185,user_048,Veg Fried Rice,6.46,21,20,0,938.91,42,1,3,Italian,Storm,Low,Scooter,52.0,2,1,5
1186,user_077,Ice Cream Cone,4.1,30,18,0,1054.62,63,0,1,Continental,Rain,Low,Bicycle,46.6,2,1,4
1187,user_011,Margherita Pizza,5.95,30,12,0,338.69,45,0,0,Chinese,Rain,Low,Scooter,51.4,4,0,1
1188,user_041,Ice Cream Cone,2.24,14,20,0,263.84,41,0,3,Continental,Rain,High,Bicycle,44.7,2,0,2
1189,user_085,Sushi Roll,2.27,18,8,0,341.3,37,0,1,Fast Food,Cloudy,Medium,Bicycle,36.5,4,1,5
1190,user_083,Paneer Tikka,3.06,22,13,0,1164.4,5,1,1,Italian,Sunny,Low,Bike,34.3,2,1,2
1191,user_052,Sushi Roll,6.38,8,8,0,1095.72,68,1,3,Indian,Cloudy,Low,Scooter,35.8,5,0,1
1192,user_065,Chocolate Donut,6.68,17,22,1,533.03,39,0,0,South Indian,Sunny,High,Scooter,58.9,4,0,5
1193,user_093,Margherita Pizza,8.97,17,14,1,992.93,36,0,3,Fast Food,Cloudy,Medium,Bicycle,64.8,1,0,3
1194,user_021,Veg Fried Rice,11.2,30,16,1,302.76,9,1,0,Continental,Cloudy,Low,Bicycle,69.8,1,1,5
1195,user_077,Veg Fried Rice,6.38,23,16,0,1181.48,14,1,3,Chinese,Sunny,Medium,Bicycle,47.0,4,0,5
1196,user_096,Margherita Pizza,2.79,28,8,0,869.37,7,1,3,Continental,Sunny,High,Bike,51.1,1,0,1
1197,user_068,Margherita Pizza,4.37,22,8,1,654.44,12,1,0,Indian,Rain,Low,Bicycle,49.3,2,0,3
1198,user_032,Margherita Pizza,9.45,29,13,1,956.05,7,0,3,South Indian,Cloudy,Medium,Bicycle,70.9,4,0,5
1199,user_056,Veg Fried Rice,6.06,28,17,1,216.62,43,0,3,Chinese,Storm,High,Bike,79.8,4,1,1
1200,user_077,Ice Cream Cone,9.6,11,10,0,1360.1,19,1,1,Indian,Sunny,Low,Bike,40.8,2,0,5
1201,user_022,Paneer Tikka,0.73,20,11,0,790.21,12,0,3,Fast Food,Rain,High,Bicycle,48.4,3,0,3
1202,user_069,Ice Cream Cone,5.61,18,15,0,263.49,64,0,2,Chinese,Sunny,High,Bike,54.4,4,0,5
1203,user_098,Margherita Pizza,8.95,5,19,0,1486.95,19,0,3,Continental,Rain,Medium,Bicycle,48.1,4,0,5
1204,user_002,Chocolate Donut,7.59,23,17,1,891.71,20,0,1,Indian,Cloudy,Medium,Scooter,64.7,4,0,2
1205,user_051,Chocolate Donut,2.14,24,8,0,676.81,75,0,2,South Indian,Sunny,Medium,Scooter,36.5,4,0,5
1206,user_078,Veg Fried Rice,3.43,16,17,0,1059.82,73,0,2,Indian,Storm,Medium,Bicycle,48.2,5,0,1
1207,user_069,Paneer Tikka,6.47,25,16,0,580.71,51,0,0,Fast Food,Storm,Low,Scooter,60.7,3,0,3
1208,user_018,Chocolate Donut,6.42,17,9,0,1326.17,41,0,0,Italian,Sunny,High,Bike,55.0,1,0,4
1209,user_070,Veg Fried Rice,0.71,22,14,0,350.8,68,0,2,Fast Food,Rain,High,Bicycle,48.3,2,1,1
1210,user_031,Paneer Tikka,6.84,24,12,0,933.01,60,0,0,Italian,Storm,Medium,Bicycle,65.2,4,0,4
1211,user_046,Chocolate Donut,8.32,28,17,1,646.53,51,1,2,Italian,Sunny,Low,Bike,59.3,1,0,1
1212,user_003,Ice Cream Cone,11.76,26,11,0,1282.54,37,0,0,South Indian,Rain,High,Bike,78.6,4,0,5
1213,user_039,Sushi Roll,0.86,25,12,0,1150.17,54,0,0,Fast Food,Cloudy,Medium,Bicycle,37.9,3,0,5
1214,user_100,Margherita Pizza,4.44,18,11,1,882.08,51,0,2,South Indian,Sunny,Medium,Scooter,46.7,1,0,3
1215,user_083,Ice Cream Cone,5.39,10,17,1,357.93,23,1,0,Italian,Storm,Medium,Bike,58.5,2,0,4
1216,user_030,Veg Fried Rice,4.97,22,15,0,504.0,41,0,1,Indian,Rain,Medium,Scooter,51.4,3,0,3
1217,user_009,Ice Cream Cone,8.88,11,23,1,242.28,7,1,1,Indian,Storm,Low,Bike,61.3,2,0,2
1218,user_022,Margherita Pizza,5.39,13,17,0,850.5,69,0,2,Continental,Cloudy,High,Scooter,51.9,3,0,2
1219,user_007,Veg Fried Rice,1.67,8,9,0,1468.5,41,0,0,Continental,Rain,Low,Bicycle,25.5,1,0,3
1220,user_094,Sushi Roll,3.6,12,11,0,1170.56,27,0,1,Italian,Sunny,Medium,Scooter,33.2,5,0,4
1221,user_069,Paneer Tikka,11.77,19,15,0,379.21,37,0,1,Indian,Rain,High,Scooter,70.9,2,0,2
1222,user_065,Veg Fried Rice,1.29,11,13,0,435.5,66,0,1,Indian,Cloudy,Medium,Bike,31.5,1,0,5
1223,user_040,Chocolate Donut,2.76,14,18,0,1258.09,55,1,0,Indian,Rain,Low,Scooter,31.6,1,0,2
1224,user_062,Chocolate Donut,6.39,8,20,1,598.74,61,1,2,Italian,Cloudy,Medium,Bicycle,52.8,4,1,2
1225,user_044,Paneer Tikka,3.08,17,8,0,291.17,73,0,3,South Indian,Storm,High,Bike,59.4,4,0,1
1226,user_053,Ice Cream Cone,6.02,23,17,0,123.75,29,0,2,Indian,Sunny,High,Bicycle,54.1,1,0,3
1227,user_063,Sushi Roll,6.42,21,19,0,516.56,58,0,3,Chinese,Rain,Medium,Scooter,51.8,3,0,5
